show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s1242,Movie,Moxie,Amy Poehler,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",2021,PG-13,112 min,"Comedies, Dramas, Music & Musicals",United States,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",s_5723,"Dramas, Comedies, Music & Musicals",
s1249,Movie,Biggie: I Got a Story to Tell,Emmett Malloy,"The Notorious B.I.G., Sean ""P. Diddy"" Combs",2021,R,98 min,"Documentaries, Music & Musicals",United States,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king.",s_5724,"Documentaries, Music & Musicals",
s1259,Movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen","Jules Wojciechowski, Roger Craig Smith, Grant George, David Lodge, Lindsey Alena, Sandy Fox, Joey Lotsko",2021,TV-Y7,88 min,"Children & Family Movies, Comedies","Belgium, France","Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve.",s_5725,"Comedies, Children & Family Movies",
s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,"Kajol, Tanvi Azmi, Mithila Palkar, Kunaal Roy Kapur, Vaibhav Tatwawaadi, Kanwaljeet Singh, Manav Gohil, Shweta Mehendale",2021,TV-MA,96 min,"Dramas, International Movies",India,"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.",s_5726,"Dramas, International Movies",
81483598,TV Show,Sharkdog's Fintastic Halloween,Jacinth Tan Yi Ting,"Liam Mitchell, Dee Bradley Baker, Grey Griffin",2021,TV-Y,25m,"Kids' TV ,Kids & Family Movies ,TV Cartoons ",United States,"The Sharkpack gets ready for Halloween with the spooky legend of the ""Fearsome Fog"" — and Sharkdog must save trick-or-treating from a slimy sea monster!",s_5727,"Kids' TV, Kids & Family Movies, TV Cartoons",
81256675,TV Show,Hellbound,"Yeon Sang-ho, Choi Gyu-seok","Yoo Ah-in, Kim Hyun-joo, Park Jeong-min",2021,TV-MA,1 Season,"TV Mysteries ,Crime TV Shows ,K-Dramas based on Webtoon ,TV Thrillers ,TV Horror",South Korea,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",s_5728,"TV Thrillers, TV Mysteries, Crime TV Shows, TV Horror, Korean TV Shows",2
s13,Movie,Je Suis Karl,Christian Schwochow,"Luna Wedler, Jannis Niewöhner, Milan Peschel, Edin Hasanović, Anna Fialová, Marlon Boess, Victor Boccard, Fleur Geffrier, Aziz Dyab, Mélanie Fouché, Elizaveta Maximová",2021,TV-MA,127 min,"Dramas, International Movies","Germany, Czech Republic","After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",s_5729,"Dramas, International Movies",
81273728,TV Show,Mighty Little Bheem: Kite Festival,Rajiv Chilaka,"Sumruddhi Shukla, Aranya Kaur, Nishka Raheja",2021,TV-G,1 Season,"Kids' TV ,TV Comedies ,TV Cartoons",India,"With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival.",s_5730,"Kids' TV, TV Comedies, TV Cartoons",
80996811,TV Show,Zero Chill,"Kirstie Falkous, John Regier","Grace Beedie, Dakota Benjamin Taylor, Jade Ma",2021,TV-Y,1 Season,"Kids' TV ,TV Dramas ,Family Watch Together TV ",United Kingdom,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.",s_5731,"Kids' TV, Family Watch Together TV, TV Dramas",
s827,Movie,Bo Burnham: Inside,Bo Burnham,Bo Burnham,2021,TV-MA,88 min,Stand-Up Comedy,United States,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",s_5732,Stand-Up Comedy,
s835,Movie,Blue Miracle,Julio Quintana,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",2021,TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality",United States,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",s_5733,"Dramas, Faith & Spirituality, Children & Family Movies",
s837,Movie,Ghost Lab,Paween Purijitpanya,"Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Rachanee Siralert, Chaleeda Gilbert, Nuttawut Jenmana, Alanta Potjes, Anchuleeon Buagaew, Jinjuta Rattanaburi",2021,TV-MA,118 min,"Horror Movies, International Movies, Thrillers",Thailand,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",s_5734,"International Movies, Thrillers, Horror Movies",
s839,Movie,Soy Rada: Serendipity,Pablo Faro,Agustín Aristarán,2021,TV-MA,70 min,Stand-Up Comedy,Argentina,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",s_5735,Stand-Up Comedy,
81010139,Movie,Trollhunters: Rise of the Titans,Guillermo del Toro,"Emile Hirsch, Lexi Medrano, Charlie Saxton",2021,TV-Y,106 min,"Family Movies ,Kids & Family Movies ,Movies Based on Books ",United States,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",s_5736,"Movies Based on Books, Family Movies, Kids & Family Movies",1
s841,Movie,Baggio: The Divine Ponytail,Letizia Lamartire,"Andrea Arcangeli, Valentina Bellè, Andrea Pennacchi, Antonio Zavatteri, Anna Ferruzzo, Riccardo Goretti, Thomas Trabacchi, Marc Clotet, Martufello",2021,TV-MA,92 min,"Dramas, International Movies, Sports Movies",Italy,"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",s_5737,"Dramas, International Movies, Sports Movies",
81299230,TV Show,Paik's Spirit,"Park Hee-yeon, Lee Eun-kyung, Kwak Chung-a, Lee Jong-hyuk",Paik Jong-won,2021,TV-PG,1 Season,"Talk Shows ,Food & Travel TV ,Docuseries ,Social & Cultural Docs ,Lifestyle",South Korea,"Drinks keep the conversation flowing as culinary star Paik Jong-won and celebrity guests talk life, food and booze over intoxicating meals.",s_5738,"Lifestyle, Food & Wine, Social & Cultural Docs, Docuseries, Talk Shows",
s851,Movie,99 Songs,Vishwesh Krishnamoorthy,"Ehan Bhat, Edilsy Vargas, Manisha Koirala, Lisa Ray, Tenzin Dalha, Warina Hussain, Ranjit Barot, Neel Tyagi, Rahul Ram, Diwakar Pundir",2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals",India,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",s_5739,"Dramas, International Movies, Music & Musicals",
80244479,TV Show,Colin in Black & White,"Ava DuVernay, Colin Kaepernick","Colin Kaepernick, Jaden Michael, Nick Offerman",2021,TV-14,1 Season,"TV Dramas ,Teen TV Shows ,Docudramas",United States,"Colin Kaepernick narrates this drama series recounting his formative years navigating race, class and culture while aspiring for greatness.",s_5740,"Docudramas, Teen TV Shows, TV Dramas",1
81486374,TV Show,Inspector Koo,"Lee Jung-hum, SeongChoy","Lee Young-ae, Kim Hye-jun, Kim Hae-sook",2021,TV-MA,1 Season,"TV Comedies ,Crime TV Shows ,TV Thrillers",South Korea,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.",s_5741,"TV Thrillers, TV Comedies, Crime TV Shows",
80219054,TV Show,Amend: The Fight for America,"Robe Imbriano, Tom Yellin","Will Smith, Mahershala Ali, Laverne Cox",2021,TV-14,1 Season,"Historical Documentaries ,Docuseries ,Social & Cultural Docs ",United States,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.",s_5742,"Social & Cultural Docs, Historical Documentaries, Docuseries",
s854,Movie,Army of the Dead,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",2021,R,148 min,"Action & Adventure, Horror Movies",United States,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",s_5743,"Action & Adventure, Horror Movies",1
81095095,TV Show,House of Secrets: The Burari Deaths,Leena Yadav,Leena Yadav,2021,TV-MA,1 Season,"Historical Documentaries ,Crime TV Shows ,Docuseries ,True Crime Documentaries",India,"Suicide, murder... or something else? This docuseries examines chilling truths and theories around the deaths of 11 members of a Delhi family.",s_5744,"True Crime Documentaries, Historical Documentaries, Crime TV Shows, Docuseries",
81147725,TV Show,The Girl from Oslo,"Kyrre Holm Johannessen, Ronit Weiss-Berkowitz","Anneke von der Lippe, Amos Tamam, Raida Adon",2021,TV-14,1 Season,"TV Dramas ,Scandinavian TV Shows ,TV Thrillers",Poland,"When her daughter is abducted, a Norwegian diplomat travels to the Middle East, banking on old friends — and a deep secret — to help free her.",s_5745,"TV Thrillers, Scandinavian TV Shows, TV Dramas",
s871,Movie,Amy Tan: Unintended Memoir,James Redford,Amy Tan,2021,TV-14,101 min,Documentaries,United States,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",s_5746,Documentaries,
s872,Movie,Sardar Ka Grandson,Kaashvie Nair,"Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir",2021,TV-14,140 min,"Comedies, Dramas, International Movies",India,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",s_5747,"Dramas, Comedies, International Movies",
81435253,TV Show,"Malverde, el santo patrón",Luis Zelkowicz,"Pedro Fernández, Carolina Miranda, Mark Tacher",2021,TV-14,1 Season,"TV Dramas ,Period Pieces ,Crime TV Shows ,TV Shows Based on Real Life ,Social Issue TV Dramas",United States,"Jesús Juárez overcomes his childhood as an orphan to become a Robin Hood-like hero during the Mexican Revolution, but can't forget his first love, Isabel.",s_5748,"Social Issue TV Dramas, Real Life, TV Dramas, Crime TV Shows, Period Pieces",
s784,Movie,Carnaval,Leandro Neri,"Giovana Cordeiro, Gkay, Bruna Inocencio, Samya Pascotto, Flavia Pavanelli, Micael Borges, Jean Pedro, Rafael Medrado, Nikolas Antunes, Stella Miranda",2021,TV-MA,95 min,"Comedies, International Movies, Music & Musicals",Brazil,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",s_5749,"Comedies, International Movies, Music & Musicals",
s771,Movie,Myriam Fares: The Journey,Myriam Fares,Myriam Fares,2021,TV-14,72 min,"Documentaries, International Movies, Music & Musicals",United Arab Emirates,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown.",s_5750,"International Movies, Documentaries, Music & Musicals",
s769,Movie,Dancing Queens,Helena Bergström,"Molly Nutley, Fredrik Quiñones, Marie Göranzon, Mattias Nordkvist, Claes Malmberg, Christopher Wollter, Emil Almén, Razmus Nyström, André Christenson, Louie Indriana, Max Ulveson",2021,TV-MA,111 min,"Comedies, Dramas, International Movies",Sweden,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye.",s_5751,"Dramas, Comedies, International Movies",
s767,Movie,Alan Saldaña: Locked Up,Alex Díaz,Alan Saldaña,2021,TV-MA,49 min,Stand-Up Comedy,Mexico,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents.",s_5752,Stand-Up Comedy,
s712,Movie,Security,Peter Chelsom,"Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",2021,TV-MA,119 min,"Dramas, International Movies, Thrillers",Italy,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",s_5753,"Dramas, International Movies, Thrillers",
80217517,TV Show,Invisible City,Carlos Saldanha,"Marco Pigossi, Manu Dieguez, Alessandra Negrini",2021,TV-14,2 Seasons,"TV Dramas ,Crime TV Shows ,Fantasy TV Shows",Brazil,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",s_5754,"Fantasy TV Shows, TV Dramas, Crime TV Shows",
81397558,TV Show,Sisyphus,"Jin Hyuk, Lee Jane, Jeon Chan-ho","Cho Seung-woo, Park Shin-hye, Kim Byong-chul",2021,TV-14,1 Season,"TV Dramas ,Sci-Fi TV ,TV Action & Adventure ,TV Thrillers",South Korea,An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.,s_5755,"TV Thrillers, Sci-Fi TV, TV Dramas, TV Action & Adventure",
81098012,TV Show,The Silent Sea,"Park Eun-kyo, Choi Hang-yong","Bae Doona, Gong Yoo, Lee Joon",2021,TV-14,1 Season,"Sci-Fi TV ,TV Mysteries ,TV Thrillers",South Korea,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.",s_5756,"TV Thrillers, Sci-Fi TV, TV Mysteries",1
81483462,TV Show,Bulgasal: Immortal Souls,"Jang Young-woo, Kwon So-ra, Seo Jea-won","Lee Jin-uk, Kwon Na-ra, Lee Joon",2021,TV-MA,1 Season,"TV Dramas ,TV Thrillers ,Fantasy TV Shows",South Korea,"Cursed since birth and exempt from death, a revenge-driven immortal sets out on a quest to reclaim his soul and end a 600-year-old vendetta.",s_5757,"TV Thrillers, TV Dramas, Fantasy TV Shows",
s729,Movie,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",2021,TV-MA,89 min,Horror Movies,United States,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.",s_5758,Horror Movies,
s736,Movie,Sarbath,Prabhakaran,"Kathir, Soori, Rahasya Gorak, Ashvatt",2021,TV-PG,113 min,"Comedies, Dramas, International Movies",India,"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",s_5759,"Dramas, Comedies, International Movies",
s737,Movie,Skater Girl,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman",2021,PG,110 min,"Children & Family Movies, Dramas, International Movies","United States, India","When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",s_5760,"Dramas, International Movies, Children & Family Movies",
